delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
179509,66457,10597,11469,10423,17066,13253,11755,-160266,-45813,950,1283,5713,12206,-2659,302,-10023,-45129,4201,-4125,-4814,-8402,-8558,-9162,-175268,-32783,78509,22856,9409,4567,1546,-3279,-174686,-60334,16443,4749,13930,927,-4222,-6454,235014,-18673,16873,-5385,6203,2164,5886,-68,difficult
38352,10289,2424,2453,3043,6290,1475,1539,323569,42122,11718,-203,3941,18262,34306,6831,-32703,-3977,22598,15797,21588,4301,1459,1668,-8044,15944,21301,94534,651,6316,7423,5838,1021147,33964,3098,5730,7777,44374,16407,6505,125426,12876,7307,-1706,4834,5515,4259,500,easy
118456,148770,22774,18294,22522,21306,14508,7809,-106202,-140652,-16149,-14686,-1558,29239,-5841,-1142,-92461,-145236,-5953,10128,-4198,9141,-6727,-1147,-87159,-95675,-16948,-14667,1053,7242,-10886,-3793,-17435,-122894,-19139,-15153,-18806,-19512,-13188,-6902,-108847,-121137,10121,-2925,-6848,9314,-7754,-34,difficult
292047,25333,14518,6736,6699,22145,13733,8779,-217774,-16864,-13367,-5160,-2176,-18301,-7215,-5331,-213497,-16312,-12115,-3406,4880,106,40737,1844,-185988,20620,-10432,-3236,-2693,-14252,-7729,-6247,155212,29040,-13455,6045,10183,4852,22882,3299,-48574,-5211,-13430,-3745,-4575,-18204,-10167,-4912,easy
197891,38647,5504,9922,9835,20228,11402,8161,-179390,-35600,-5147,-7220,-8262,-11248,-9954,-5574,26019,36960,299,-52,-5144,-15837,-7965,-5499,-81525,5900,59203,45362,15734,-13412,-2192,-2607,5806,161432,37649,35230,10218,21797,21024,5981,684534,8472,54539,6060,18910,46507,48846,9263,difficult
433552,68811,26705,20822,9913,11284,7894,3543,355394,-58576,-23942,-16802,-6245,-38,-4863,-2807,-422738,-52792,17434,35581,2040,1997,-6176,-904,-418257,-25047,-14268,22539,715,1354,-2666,-2662,-414346,-36439,-9371,14727,-1634,5771,-602,-1196,105632,45922,-18731,2481,3348,12465,5454,7352,easy
308186,54731,7255,5748,8447,6007,4951,2833,-226892,-43411,-1181,3742,-4858,2677,-1986,-625,-252330,-32732,36382,7310,12048,30752,-105,2906,-301716,-24858,2102,6034,4064,12603,4529,124,206313,95357,6459,6961,7325,7787,2455,1981,-295465,-50454,-5605,-4130,-7218,1441,-2883,315,difficult
71177,28900,3334,6943,4918,5659,5363,1347,79243,524,12116,10779,11262,35643,9249,4840,-64951,2009,14166,28538,33892,28156,977,6615,-59286,-8401,5664,17982,9370,7933,-2563,2031,25594,11821,8916,-1738,4134,-321,-1365,4591,287340,-13134,942,-5941,-1658,4629,1611,3209,easy
648562,176164,89332,22697,27681,45124,18830,28463,-475250,-163812,-82603,-21398,-23991,-25598,-11868,-25354,-487896,-711,-67498,-12796,-14014,5611,-61,-19958,-642911,-151693,-72224,-19888,-5522,-28926,-7040,-24005,-533568,-123314,-67937,-5166,-24829,-4203,-10907,-18942,-300749,-145473,-87587,-13905,-18300,-34338,-9963,-24826,difficult
247808,107830,16209,12785,12040,46348,16396,14944,435794,-21246,667,-2400,12765,-12225,-8718,-6155,416235,-90666,-1424,55724,43853,-32134,9354,-5371,-241092,-74072,-158,71284,-2732,-20206,-5950,-10947,-243461,-97140,1448,-6672,8714,-32201,-6294,-11003,-171224,-88671,-8137,5322,-8944,-28089,-5097,-8768,easy
373419,22085,11630,2062,9310,22640,11836,7610,-328639,5963,-4402,897,-5839,-14053,-7753,-6010,-363172,-7982,-5327,7323,4749,3817,-4984,-2014,-371306,-9534,-4326,40638,36258,-7797,-4019,2068,-88398,-6721,2070,4887,-3904,-15125,-9124,-4482,46158,149612,24858,23895,24508,-6189,-988,2738,difficult
69061,21580,10887,4406,7446,14870,10630,8196,8550,-3871,-6093,2675,2920,23336,24785,1085,-34427,-5134,-6967,4280,15566,-3505,3936,-1086,-64962,-19070,-10726,-3745,-1101,-12614,-9273,-6409,-6947,43434,38292,23057,2901,-3024,9566,-907,-65418,-3938,-9984,5994,-1762,17005,581,-582,easy
231559,70935,8576,6142,9718,20214,14344,8260,-81345,-67536,-7578,-5545,-8143,-18906,-13811,-6416,-153973,-39920,-5262,-4520,1758,-9879,-11264,-5876,508224,-25179,35385,16866,8925,14949,-9826,-1626,301336,-42277,69497,8540,11383,22160,-7633,349,-198000,-53137,-8221,-2070,-5737,-13050,-11687,-6909,difficult
897814,204296,23287,31205,25359,24586,41707,15179,-138675,-99534,-15201,-27930,-19431,-1062,-23798,-8246,-885483,-190104,-15192,-16040,-19227,75696,-22214,-3221,-806594,-188683,-21679,-27432,-20321,-22015,-37930,-14249,-895039,-180532,-15513,-7877,-14287,-3998,-33128,-5587,-883027,-198468,-20323,-26431,-21720,-16556,-39018,-14153,easy
871005,86029,22644,10247,19697,23728,17940,8978,-802231,-58971,-21501,-1118,-16348,-494,-1980,-7142,-317646,-77105,-18874,2590,2126,11405,-3690,8242,-866987,-83725,-19137,-6707,-11856,-18390,-14431,-6163,-822414,-78898,-9830,-3239,8872,15253,-9652,-1023,-333574,-69461,14039,10754,-8610,-1515,-2570,89,difficult
690044,32699,24141,22024,14427,14233,11736,6693,-661791,21275,-17708,-18549,-9566,-5205,-9483,-3676,-658188,139101,-14616,-8286,-6136,21624,2188,-729,-679230,-20316,-22704,-14457,-10107,-2684,-8874,-4709,-668879,-4355,-7347,-11016,-4723,4465,-3739,-671,-602983,-480,-22277,-18705,-12673,-10262,-7468,-3926,easy
240683,37505,8589,1719,6889,14736,10838,5641,-84092,-28701,-4183,-121,4986,-8072,-7361,-4453,-158046,-23530,-8288,2235,-4294,-11109,-9694,-4124,-149843,-28679,4300,11857,-2115,-9461,-8147,-4431,-232659,-19854,63784,46485,12419,11121,-7849,741,-228604,-19071,3291,3514,2047,6304,-8065,-1141,difficult
