delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
53933,20006,8545,7943,9412,14056,12091,9039,-11450,1500,4255,-3931,-4956,-9753,-7458,-6155,75564,44845,1139,-3662,-3998,-5393,-7290,-6688,1103759,118149,30250,-918,17038,32029,42105,16271,-39125,-4779,26771,-2363,441,30414,17350,7402,-13007,520,-3700,-4338,-5383,-3396,-2610,-4148,easy
47105,17474,8523,4877,14690,25257,11803,6318,-36769,750,-6350,9212,-2742,-905,37310,-1045,-42206,-11471,-3347,-1106,-3782,-12896,18511,3904,-43207,-12043,-4889,-2449,-7645,23566,19246,8429,-35409,-10494,1812,2362,6346,3495,-3152,-2413,-40922,-6061,-7403,13705,22934,-3014,-4418,-1362,difficult
417380,189250,23891,24463,27266,45785,22639,6269,-338122,-139402,-15151,-18533,-17297,-35032,-20454,-3928,-225063,-181113,-19488,-23657,-24106,-41894,-21646,-5663,-402743,-183444,-20170,-20761,-21629,-38272,-18730,-3268,-255536,-167831,-23808,-21424,-25162,-39185,-21593,-4424,-333967,-183141,-22548,-21550,-25333,-43934,-21096,-4539,easy
686696,191794,33409,13150,34542,27762,14027,7965,-581975,-180249,-30297,-11394,-28117,-22069,-3953,-6277,-643659,-162967,-22311,9885,-18421,10298,-3891,-1213,-661815,-168285,-2795,-2079,-3518,7487,-6130,-5395,-432948,-51760,-22826,-7996,-31438,-19508,-10623,-6172,-565613,-161323,-25892,-8260,-28369,-19521,-11778,-6573,difficult
364180,28849,10644,13169,14574,43056,27904,9609,229985,78348,16581,10973,18465,-24385,-166,-6420,-63727,260070,6941,17815,28442,-27256,-20845,-4178,1584607,170248,6673,11569,13394,-29686,-14191,5943,-250916,111439,32539,-5203,13292,-37300,-17283,-6733,-323038,-9133,-8261,-4757,-11900,-39877,-27037,-7526,easy
124045,32748,5535,9858,10927,8813,5021,3341,1072258,3447,363,3358,-185,6091,-601,4888,-113616,-12239,8914,-5292,-3094,25059,5531,1050,-123366,-27458,10686,-2616,29501,-247,11346,9502,-123522,-15419,2528,-786,12073,19089,1894,4791,-120896,-22482,1427,-296,-340,28057,4946,2049,difficult
116142,11364,9052,4579,6437,10183,4247,4142,78123,23274,-6303,-641,-3350,-4327,890,-990,24506,67257,11593,65887,39160,14423,26231,9045,929871,209426,27555,47950,470,28756,32421,14353,93969,-4047,3369,-1985,3161,-4440,-1463,-556,330783,28136,5766,17334,9814,5245,13719,5647,easy
1080362,222680,39734,37093,17168,39084,24209,14203,-1064512,-215305,-39072,-19961,15846,-11500,-1111,-288,-168330,-152568,-19122,-22618,-3582,-7344,-13973,-2626,-966763,-137479,27663,-26309,-2408,-20377,-11406,-9853,-1075284,-213512,-36724,-8356,7818,-23379,-11433,586,-955038,-210548,-34401,-17465,-14475,-35308,-22467,-11461,difficult
466669,25137,15964,8951,8962,23830,8000,8387,-436295,43358,-11741,433,-3402,-12626,-1699,-4397,3141027,72718,-1065,3987,12953,45225,8229,14841,-374809,-20881,-12380,-7608,-7659,-22893,-6666,-7530,116285,23689,-4841,-1788,-2748,-18340,-3981,-5725,-443193,-14687,1776,1015,-5253,-18708,-4004,-6288,easy
196078,54401,18176,41595,33409,21220,11012,6950,-99040,-28408,-4631,-33047,-30312,-16875,-8606,-6146,-78321,-19172,-1676,-35547,-28611,-8168,-5410,-3450,-167028,-46639,-11481,-20648,-10498,14243,17950,3174,-190490,-45892,-10444,-27844,-24068,7840,223,710,-100683,-9039,-8356,-36418,-32162,-15625,-8084,-5714,difficult
114844,65230,11185,4953,12842,13070,5933,10468,-40719,-25078,-10758,4001,-8594,-6281,-3925,-7749,351833,3532,7898,19345,8932,33508,17622,790,-109595,-51867,-3892,12628,-922,18944,20374,-3292,-105631,-52665,-9072,4221,-1157,24636,9580,1075,-103655,-52705,-6372,10335,11615,17102,6563,-2039,easy
512202,35113,31263,18427,7668,12803,15722,7254,105745,17738,-21320,20458,7691,25328,-7301,-2098,-249335,-4284,-29251,-12837,-6500,-8627,-13615,-6357,-501938,-29945,-26954,-3654,18539,27376,8708,5394,-506840,-24032,-22155,-10075,6383,18205,1495,381,-496836,-26473,-18626,2198,8889,16492,-4192,1934,difficult
337830,68321,14975,8344,4407,3348,3628,2148,-274058,-39952,-7060,-1387,692,5949,-108,-544,-185735,-52614,-11929,-3880,-273,6630,391,60,-314731,-46478,-11432,-1022,655,52,-939,-583,-245525,-11888,-11353,753,4451,25136,3356,532,-209419,-42559,-9978,-3265,8465,1536,1173,-840,easy
98192,12329,12618,2621,5304,7625,4261,4742,594824,114971,53166,18872,11612,26407,11840,2157,79423,37489,-10494,24811,12207,7543,8105,4856,89083,-340,-7039,16699,5900,12000,8928,-737,-33873,-1142,-3791,769,4513,7721,2401,1813,114572,-280,-4277,8519,5841,-1976,-693,-1824,difficult
753509,290832,86323,119058,69554,87868,131209,34451,-206476,-268670,-84710,-113834,-65935,-83697,-129248,-33606,120246,-261487,-65425,-105458,-63858,-74319,-116225,-32121,-482850,-206165,-80113,-115709,-33987,-76663,-127269,-30831,429312,-118208,-63373,-86081,-43657,-28404,-103625,-25581,591763,308097,-31790,-58183,-21518,-50525,-103175,-12463,easy
429219,126302,26357,29909,31888,24387,41112,11344,898969,-112239,-6506,1125,-7283,17473,-17239,263,57183,-39380,27701,-1970,-21681,7602,-29680,7352,-392084,-97572,-18083,-12708,10759,1861,-24988,8961,-425451,-124636,-22775,-21170,-18225,5089,-32025,-3765,-422336,-119617,-24336,-1158,-17558,117,-26373,-6821,difficult
255867,43749,5513,19028,8972,12742,5522,4089,155757,40548,20243,55157,40782,17799,12257,17870,-137723,1707,-3591,-9918,-4841,-7208,-1572,-2994,79882,-6331,16891,5907,11316,25264,14196,4817,-185662,-38811,-5043,-17889,-8774,-11799,-4712,-3342,1668619,296388,79126,30708,17718,7073,26711,2274,easy
383196,77530,30755,31757,6869,19573,12634,14571,-336150,-72923,-28991,-30464,-4723,-16978,-10152,-13378,823413,94577,17631,-17746,21433,65988,34070,11455,770847,356093,-5251,19631,45789,46338,29303,30917,393941,-35489,-11829,-26028,7202,1953,-5441,-12092,764511,22375,-8704,-15417,21919,-2537,2857,-937,difficult
395303,48724,27221,51502,8579,13366,10194,6031,-386517,3482,54298,-42163,3791,-145,-6392,1542,-294753,-7634,-16080,-39988,-6795,-10662,-7226,-5326,-388586,-26429,-22503,-21484,3082,-6508,-1003,786,-76404,-33616,-25592,-43496,12270,11405,8401,1800,-342449,-15006,-3283,-33689,12076,10442,-1012,265,easy
1223754,112930,31771,54481,19140,31704,34985,12702,-1062187,-43857,-21279,-49272,14103,4251,-17493,-7713,774524,119316,-14986,-19735,33324,-2079,6594,-5554,-1189078,-95298,-16918,-31098,-8804,-21750,-25807,-4454,-1184194,-95940,-20070,-25987,10121,-4215,-20366,-6411,-1192810,-74421,-12926,-11861,-7508,-20594,-27386,-5131,difficult
889487,177629,36773,40891,18885,20037,23529,7149,-82552,691647,78977,-14856,83122,16029,4026,14610,-225277,28924,-29788,14911,-7667,-6689,-11739,463,-696304,-159752,-35398,-38271,-17065,-11159,-18935,-6201,218095,-75197,-27883,19793,14785,-7688,-16968,-2745,315158,-91704,-19937,-23838,14902,-7298,-11698,-3784,easy
848680,52141,10182,16530,4175,10483,22204,4103,-213215,-32380,43662,-7903,18093,-3023,-16990,-730,-241548,30770,3204,10855,26545,34463,-6460,19929,-696697,-38558,-6890,-14529,-520,2570,-17524,1485,1100433,139248,114288,26908,32601,60857,-27,13262,-793340,-30518,-2990,-13693,6391,5532,-9575,-1553,difficult
72143,51997,12486,6398,10506,9347,11746,5702,73977,-5306,-8484,-4137,-5202,-5290,-10401,-4373,654850,-13895,4075,8472,1602,40105,-3324,1946,48020,-7760,-5604,5335,-88,-771,-6539,-1897,153864,-28125,-7373,1865,2966,3816,-8379,-2665,204752,-37866,-1470,685,-6326,-209,-7208,-1708,easy
1439009,200916,27031,24220,36083,40299,27107,17445,-1243328,-190613,-21177,-12510,-30564,-26872,-14684,-13627,-1313949,-190596,-17276,-8445,-28435,-29719,-15580,-14103,-1373869,-163074,10273,-14007,-8748,14454,-8464,12168,-1356004,-169894,-25602,-21233,-31056,-32695,-10356,-13144,-1419548,-192532,-25365,-23798,-35248,-38425,-25267,-16876,difficult
